font,fontVariant,m_label,strength,italic,orientation,m_top,m_left,originalH,originalW,h,w,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r0c7,r0c8,r0c9,r0c10,r0c11,r0c12,r0c13,r0c14,r0c15,r0c16,r0c17,r0c18,r0c19,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r1c7,r1c8,r1c9,r1c10,r1c11,r1c12,r1c13,r1c14,r1c15,r1c16,r1c17,r1c18,r1c19,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r2c7,r2c8,r2c9,r2c10,r2c11,r2c12,r2c13,r2c14,r2c15,r2c16,r2c17,r2c18,r2c19,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r3c7,r3c8,r3c9,r3c10,r3c11,r3c12,r3c13,r3c14,r3c15,r3c16,r3c17,r3c18,r3c19,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r4c7,r4c8,r4c9,r4c10,r4c11,r4c12,r4c13,r4c14,r4c15,r4c16,r4c17,r4c18,r4c19,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r5c7,r5c8,r5c9,r5c10,r5c11,r5c12,r5c13,r5c14,r5c15,r5c16,r5c17,r5c18,r5c19,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,r6c7,r6c8,r6c9,r6c10,r6c11,r6c12,r6c13,r6c14,r6c15,r6c16,r6c17,r6c18,r6c19,r7c0,r7c1,r7c2,r7c3,r7c4,r7c5,r7c6,r7c7,r7c8,r7c9,r7c10,r7c11,r7c12,r7c13,r7c14,r7c15,r7c16,r7c17,r7c18,r7c19,r8c0,r8c1,r8c2,r8c3,r8c4,r8c5,r8c6,r8c7,r8c8,r8c9,r8c10,r8c11,r8c12,r8c13,r8c14,r8c15,r8c16,r8c17,r8c18,r8c19,r9c0,r9c1,r9c2,r9c3,r9c4,r9c5,r9c6,r9c7,r9c8,r9c9,r9c10,r9c11,r9c12,r9c13,r9c14,r9c15,r9c16,r9c17,r9c18,r9c19,r10c0,r10c1,r10c2,r10c3,r10c4,r10c5,r10c6,r10c7,r10c8,r10c9,r10c10,r10c11,r10c12,r10c13,r10c14,r10c15,r10c16,r10c17,r10c18,r10c19,r11c0,r11c1,r11c2,r11c3,r11c4,r11c5,r11c6,r11c7,r11c8,r11c9,r11c10,r11c11,r11c12,r11c13,r11c14,r11c15,r11c16,r11c17,r11c18,r11c19,r12c0,r12c1,r12c2,r12c3,r12c4,r12c5,r12c6,r12c7,r12c8,r12c9,r12c10,r12c11,r12c12,r12c13,r12c14,r12c15,r12c16,r12c17,r12c18,r12c19,r13c0,r13c1,r13c2,r13c3,r13c4,r13c5,r13c6,r13c7,r13c8,r13c9,r13c10,r13c11,r13c12,r13c13,r13c14,r13c15,r13c16,r13c17,r13c18,r13c19,r14c0,r14c1,r14c2,r14c3,r14c4,r14c5,r14c6,r14c7,r14c8,r14c9,r14c10,r14c11,r14c12,r14c13,r14c14,r14c15,r14c16,r14c17,r14c18,r14c19,r15c0,r15c1,r15c2,r15c3,r15c4,r15c5,r15c6,r15c7,r15c8,r15c9,r15c10,r15c11,r15c12,r15c13,r15c14,r15c15,r15c16,r15c17,r15c18,r15c19,r16c0,r16c1,r16c2,r16c3,r16c4,r16c5,r16c6,r16c7,r16c8,r16c9,r16c10,r16c11,r16c12,r16c13,r16c14,r16c15,r16c16,r16c17,r16c18,r16c19,r17c0,r17c1,r17c2,r17c3,r17c4,r17c5,r17c6,r17c7,r17c8,r17c9,r17c10,r17c11,r17c12,r17c13,r17c14,r17c15,r17c16,r17c17,r17c18,r17c19,r18c0,r18c1,r18c2,r18c3,r18c4,r18c5,r18c6,r18c7,r18c8,r18c9,r18c10,r18c11,r18c12,r18c13,r18c14,r18c15,r18c16,r18c17,r18c18,r18c19,r19c0,r19c1,r19c2,r19c3,r19c4,r19c5,r19c6,r19c7,r19c8,r19c9,r19c10,r19c11,r19c12,r19c13,r19c14,r19c15,r19c16,r19c17,r19c18,r19c19
ARIAL,ARIAL NARROW,66,0.400000,1,0.000000,34,23,48,34,20,20,1,1,1,1,76,255,255,255,255,255,255,255,255,255,255,181,149,34,1,1,1,1,1,1,188,255,255,255,255,255,255,255,255,255,255,255,255,233,96,1,1,1,1,1,226,255,255,36,22,22,22,22,22,22,22,109,246,255,252,97,1,1,1,31,233,255,222,12,1,1,1,1,1,1,1,1,102,252,255,206,1,1,1,121,255,255,121,1,1,1,1,1,1,1,1,1,1,241,255,255,1,1,1,121,255,255,121,1,1,1,1,1,1,1,1,1,1,241,255,255,1,1,12,222,255,233,31,1,1,1,1,1,1,1,1,1,102,252,255,206,1,1,16,255,255,226,1,1,1,1,1,1,1,1,7,47,246,255,233,53,1,1,53,255,255,233,64,64,64,64,64,64,64,114,196,255,255,233,96,1,1,1,166,255,255,255,255,255,255,255,255,255,255,255,255,243,149,34,1,1,1,1,166,255,255,226,213,213,213,213,213,213,213,213,251,255,255,118,11,1,1,46,233,255,199,19,1,1,1,1,1,1,1,1,57,149,255,255,173,1,1,61,255,255,181,1,1,1,1,1,1,1,1,1,1,16,196,255,252,97,1,98,255,255,143,1,1,1,1,1,1,1,1,1,1,1,136,255,255,106,1,211,255,255,31,1,1,1,1,1,1,1,1,1,1,1,136,255,255,106,1,211,255,255,31,1,1,1,1,1,1,1,1,1,1,31,255,255,229,44,79,244,255,166,8,1,1,1,1,1,1,1,1,1,26,168,255,255,161,1,106,255,255,146,22,22,22,22,22,22,22,22,91,128,228,255,255,198,31,1,143,255,255,255,255,255,255,255,255,255,255,255,255,255,255,248,136,6,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,206,118,38,1,1,1,1
ARIAL,ARIAL NARROW,65,0.400000,1,0.000000,34,20,48,33,20,20,1,1,1,1,1,1,1,1,1,1,1,21,230,255,255,255,248,1,1,1,1,1,1,1,1,1,1,1,1,1,8,168,255,255,255,255,248,1,1,1,1,1,1,1,1,1,1,1,1,1,37,255,255,241,128,255,255,135,1,1,1,1,1,1,1,1,1,1,1,20,198,255,255,137,116,255,255,147,1,1,1,1,1,1,1,1,1,1,1,142,255,255,227,50,116,255,255,147,1,1,1,1,1,1,1,1,1,1,77,246,255,255,96,1,116,255,255,147,1,1,1,1,1,1,1,1,1,11,173,255,255,163,8,1,116,255,255,228,35,1,1,1,1,1,1,1,1,109,255,255,244,66,1,1,10,220,255,255,47,1,1,1,1,1,1,1,57,232,255,255,129,1,1,1,1,217,255,255,47,1,1,1,1,1,1,1,150,255,255,191,13,1,1,1,1,217,255,255,47,1,1,1,1,1,1,82,249,255,234,20,1,1,1,1,1,127,255,255,201,1,1,1,1,1,29,227,255,255,124,1,1,1,1,1,1,62,255,255,201,1,1,1,1,1,181,255,255,255,245,234,234,234,234,234,234,239,255,255,201,1,1,1,1,62,235,255,255,255,255,255,255,255,255,255,255,255,255,255,201,1,1,1,1,222,255,255,120,43,43,43,43,43,43,43,43,43,178,255,246,84,1,8,165,255,255,174,7,1,1,1,1,1,1,1,1,1,163,255,255,101,1,47,255,255,227,29,1,1,1,1,1,1,1,1,1,1,163,255,255,101,9,193,255,255,140,1,1,1,1,1,1,1,1,1,1,1,150,255,255,114,140,255,255,194,21,1,1,1,1,1,1,1,1,1,1,1,8,255,255,255,255,255,255,34,1,1,1,1,1,1,1,1,1,1,1,1,8,255,255,255
ARIAL,ARIAL NARROW,122,0.700000,0,0.000000,47,21,35,25,20,20,52,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,52,52,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,52,52,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,52,52,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,52,1,1,1,1,1,1,1,1,1,1,66,226,255,255,255,255,255,212,59,1,1,1,1,1,1,1,1,1,1,88,241,255,255,255,255,255,241,110,1,1,1,1,1,1,1,1,1,1,66,212,255,255,255,255,255,255,59,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,139,1,1,1,1,1,1,1,1,1,1,1,205,255,255,255,255,255,255,190,30,1,1,1,1,1,1,1,1,1,30,161,248,255,255,255,255,255,168,15,1,1,1,1,1,1,1,1,1,8,124,255,255,255,255,255,255,190,44,1,1,1,1,1,1,1,1,1,1,168,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,88,255,255,255,255,255,255,190,30,1,1,1,1,1,1,1,1,1,1,132,248,255,255,255,255,255,226,73,1,1,1,1,1,1,1,1,1,8,95,226,255,255,255,255,255,248,132,1,1,1,1,1,1,1,1,1,1,52,255,255,255,255,255,255,255,88,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
ARIAL,ARIAL NARROW,121,0.700000,0,0.000000,47,20,49,30,20,20,224,255,255,255,255,186,1,1,1,1,1,1,1,1,186,255,255,255,255,224,86,255,255,255,255,255,63,1,1,1,1,1,1,1,255,255,255,255,255,86,4,174,255,255,255,255,171,1,1,1,1,1,1,164,255,255,255,255,174,4,1,46,255,255,255,255,233,63,1,1,1,1,28,198,255,255,255,255,46,1,1,1,169,255,255,255,255,172,1,1,1,1,86,255,255,255,255,238,1,1,1,1,61,231,255,255,255,255,1,1,1,1,203,255,255,255,255,86,1,1,1,1,1,160,255,255,255,255,150,1,1,11,255,255,255,255,181,11,1,1,1,1,1,1,255,255,255,255,226,56,1,171,255,255,255,255,59,1,1,1,1,1,1,1,113,255,255,255,255,89,37,207,255,255,255,183,1,1,1,1,1,1,1,1,33,203,255,255,255,255,86,255,255,255,255,86,1,1,1,1,1,1,1,1,1,105,255,255,255,255,221,255,255,255,188,18,1,1,1,1,1,1,1,1,1,1,228,255,255,255,255,255,255,255,73,1,1,1,1,1,1,1,1,1,1,1,86,255,255,255,255,255,255,197,1,1,1,1,1,1,1,1,1,1,1,1,6,176,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,1,1,1,171,255,255,255,255,195,25,1,1,1,1,1,1,1,1,1,1,1,1,42,212,255,255,255,255,87,1,1,1,1,1,1,1,1,46,1,1,1,46,200,255,255,255,255,210,1,1,1,1,1,1,1,1,1,171,219,219,219,243,255,255,255,255,217,47,1,1,1,1,1,1,1,1,1,63,255,255,255,255,255,255,255,217,63,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,186,117,16,1,1,1,1,1,1,1,1,1,1
ARIAL,ARIAL NARROW,120,0.700000,0,0.000000,47,20,35,29,20,20,180,255,255,255,255,255,129,1,1,1,1,1,65,240,255,255,255,255,214,46,57,228,255,255,255,255,237,43,1,1,1,21,180,255,255,255,255,250,114,1,1,46,243,255,255,255,255,225,51,1,1,96,255,255,255,255,255,213,1,1,1,1,137,255,255,255,255,255,171,1,96,252,255,255,255,255,190,27,1,1,1,1,36,207,255,255,255,255,250,110,205,255,255,255,255,240,81,1,1,1,1,1,1,101,245,255,255,255,255,255,255,255,255,255,255,170,1,1,1,1,1,1,1,1,95,255,255,255,255,255,255,255,255,255,237,38,1,1,1,1,1,1,1,1,19,180,255,255,255,255,255,255,255,255,124,1,1,1,1,1,1,1,1,1,1,71,233,255,255,255,255,255,255,203,1,1,1,1,1,1,1,1,1,1,1,1,152,255,255,255,255,255,255,52,1,1,1,1,1,1,1,1,1,1,1,18,160,255,255,255,255,255,255,152,1,1,1,1,1,1,1,1,1,1,1,124,255,255,255,255,255,255,255,233,71,1,1,1,1,1,1,1,1,1,44,255,255,255,255,255,255,255,255,255,180,19,1,1,1,1,1,1,1,1,195,255,255,255,255,255,255,255,255,255,255,95,1,1,1,1,1,1,1,101,245,255,255,255,255,193,193,255,255,255,255,245,101,1,1,1,1,1,36,207,255,255,255,255,250,72,72,250,255,255,255,255,207,36,1,1,1,1,137,255,255,255,255,255,171,1,1,171,255,255,255,255,255,137,1,1,1,136,253,255,255,255,255,165,11,1,1,51,225,255,255,255,255,243,46,1,57,228,255,255,255,255,237,43,1,1,1,1,43,237,255,255,255,255,228,57,180,255,255,255,255,255,129,1,1,1,1,1,1,129,255,255,255,255,255,180
ARIAL,ARIAL NARROW,119,0.700000,0,0.000000,47,20,35,45,20,20,255,255,255,191,1,1,1,1,142,255,255,142,1,1,1,1,191,255,255,255,158,255,255,255,1,1,1,1,142,255,255,142,1,1,1,1,255,255,255,158,142,255,255,255,17,1,1,1,223,255,255,223,1,1,1,17,255,255,255,142,77,255,255,255,114,1,1,1,255,255,255,255,1,1,1,114,255,255,255,77,29,255,255,255,114,1,1,49,255,255,255,255,49,1,1,114,255,255,255,29,29,255,255,255,146,1,1,114,255,255,255,255,114,1,1,146,255,255,255,29,9,195,255,255,227,1,1,195,255,247,247,255,130,1,1,227,255,255,195,9,1,171,255,255,227,1,1,227,255,199,199,255,227,1,1,227,255,255,171,1,1,122,255,255,255,86,37,239,255,199,199,255,239,37,86,255,255,255,122,1,1,57,255,255,255,86,86,255,255,102,102,255,255,86,86,255,255,255,57,1,1,49,247,255,255,102,102,255,255,86,86,255,255,102,102,255,255,247,49,1,1,1,199,255,255,199,199,255,239,37,37,239,255,199,199,255,255,199,1,1,1,1,199,255,255,199,199,255,227,1,1,227,255,199,199,255,255,199,1,1,1,1,102,255,255,247,247,255,195,1,1,195,255,247,247,255,255,102,1,1,1,1,86,255,255,255,255,255,114,1,1,114,255,255,255,255,255,86,1,1,1,1,37,239,255,255,255,255,114,1,1,114,255,255,255,255,239,37,1,1,1,1,1,227,255,255,255,255,1,1,1,1,255,255,255,255,227,1,1,1,1,1,1,227,255,255,255,255,1,1,1,1,223,255,255,255,227,1,1,1,1,1,1,146,255,255,255,175,1,1,1,1,142,255,255,255,146,1,1,1,1,1,1,114,255,255,255,142,1,1,1,1,142,255,255,255,114,1,1,1
ARIAL,ARIAL NARROW,118,0.700000,0,0.000000,47,20,35,29,20,20,255,255,255,255,255,185,23,1,1,1,1,1,1,23,185,255,255,255,255,255,105,255,255,255,255,255,53,1,1,1,1,1,1,53,255,255,255,255,255,105,68,242,255,255,255,255,179,1,1,1,1,1,1,179,255,255,255,255,255,80,1,159,255,255,255,255,229,1,1,1,1,1,1,229,255,255,255,255,200,34,1,91,248,255,255,255,240,65,1,1,1,1,65,240,255,255,255,255,159,1,1,1,238,255,255,255,255,150,1,1,1,1,150,255,255,255,255,240,23,1,1,1,213,255,255,255,255,165,11,1,1,11,165,255,255,255,255,238,1,1,1,1,62,255,255,255,255,255,71,1,1,71,255,255,255,255,255,137,1,1,1,1,36,207,255,255,255,255,71,1,1,71,255,255,255,255,255,62,1,1,1,1,1,141,255,255,255,255,222,1,1,222,255,255,255,255,223,44,1,1,1,1,1,121,250,255,255,255,247,1,1,247,255,255,255,255,141,1,1,1,1,1,1,1,220,255,255,255,252,96,96,252,255,255,255,255,141,1,1,1,1,1,1,1,145,255,255,255,255,168,168,255,255,255,255,220,1,1,1,1,1,1,1,1,44,255,255,255,255,193,193,255,255,255,255,170,1,1,1,1,1,1,1,1,13,161,255,255,255,255,255,255,255,255,255,44,1,1,1,1,1,1,1,1,1,124,255,255,255,255,255,255,255,255,255,44,1,1,1,1,1,1,1,1,1,71,233,255,255,255,255,255,255,255,124,1,1,1,1,1,1,1,1,1,1,1,203,255,255,255,255,255,255,255,124,1,1,1,1,1,1,1,1,1,1,1,77,255,255,255,255,255,255,218,36,1,1,1,1,1,1,1,1,1,1,1,27,255,255,255,255,255,255,203,1,1,1,1,1,1
ARIAL,ARIAL NARROW,117,0.700000,0,0.000000,47,24,36,26,20,20,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,40,255,255,255,255,255,255,255,255,255,255,255,255,40,1,1,1,1,1,1,171,255,255,255,255,255,255,255,255,255,255,255,255,149,1,1,1,1,1,1,236,255,255,255,255,255,255,168,255,255,255,255,255,245,79,1,1,27,114,212,255,255,255,255,255,255,255,59,255,255,255,255,255,255,247,227,227,234,255,255,255,255,255,255,255,255,255,14,149,255,255,255,255,255,255,255,255,255,255,255,181,133,255,255,255,255,255,1,40,184,253,255,255,255,255,255,255,255,242,129,7,99,255,255,255,255,255,1,1,1,105,168,255,255,255,255,255,114,62,1,1,44,114,114,114,114,114
ARIAL,ARIAL NARROW,116,0.700000,0,0.000000,35,20,48,18,20,20,1,1,1,1,1,1,1,1,5,43,43,137,232,86,1,1,1,1,1,1,1,1,1,1,1,38,86,109,199,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,130,244,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,227,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,227,1,234,234,234,234,246,255,255,255,255,255,255,255,255,241,234,234,234,234,208,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,86,1,1,1,1,1,1,1,1,1,1,142,255,255,255,255,255,255,255,255,142,38,1,1,19,76,1,1,1,1,1,130,244,255,255,255,255,255,255,255,255,244,234,234,239,241,128,1,1,1,1,1,86,213,255,255,255,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,15,67,149,149,255,255,255,255,255,255,255,232,149,149
ARIAL,ARIAL NARROW,115,0.700000,0,0.000000,46,22,37,26,20,20,1,1,1,19,118,118,234,255,255,255,255,255,255,128,118,46,1,1,1,1,1,1,67,227,255,255,255,255,255,255,255,255,255,255,255,243,111,1,1,1,18,140,243,255,255,255,255,255,255,255,255,255,255,255,255,255,252,172,36,1,102,255,255,255,255,255,255,239,200,200,200,226,255,255,255,255,255,255,118,1,255,255,255,255,255,255,110,58,1,1,1,39,179,253,255,255,255,255,211,40,255,255,255,255,255,255,40,1,1,1,1,1,1,223,242,157,104,104,104,24,255,255,255,255,255,255,140,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,249,249,143,111,60,1,1,1,1,1,1,1,1,81,255,255,255,255,255,255,255,255,255,255,243,228,207,90,90,14,1,1,1,12,112,234,255,255,255,255,255,255,255,255,255,255,255,255,255,204,69,32,1,1,1,48,197,226,255,255,255,255,255,255,255,255,255,255,255,255,255,144,12,1,1,1,1,35,90,207,228,243,255,255,255,255,255,255,255,255,255,255,81,1,1,1,1,1,1,1,1,60,111,143,249,249,255,255,255,255,255,255,255,1,1,1,20,125,125,20,1,1,1,1,1,1,140,255,255,255,255,255,255,242,242,242,244,255,255,119,1,1,1,1,1,1,40,255,255,255,255,255,255,86,255,255,255,255,255,253,179,39,1,1,1,58,216,255,255,255,255,255,192,45,222,255,255,255,255,255,255,226,200,200,200,239,255,255,255,255,255,222,45,1,36,172,252,255,255,255,255,255,255,255,255,255,255,255,255,255,243,99,1,1,1,1,111,243,255,255,255,255,255,255,255,255,255,255,243,224,67,1,1,1,1,1,1,46,118,128,255,255,255,255,255,255,234,118,46,1,1,1,1
ARIAL,ARIAL NARROW,114,0.700000,0,0.000000,46,24,36,18,20,20,114,114,114,114,114,114,114,114,101,1,1,1,89,208,255,255,255,224,114,114,255,255,255,255,255,255,255,255,227,1,86,211,249,255,255,255,255,255,246,171,255,255,255,255,255,255,255,255,233,57,255,255,255,255,255,255,255,255,227,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,249,202,1,255,255,255,255,255,255,255,255,255,255,255,255,145,114,114,177,255,199,1,1,255,255,255,255,255,255,255,255,255,255,142,16,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,233,57,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,255,255,255,227,1,1,1,1,1,1,1,1,1,1,1
ARIAL,ARIAL NARROW,113,0.700000,0,0.000000,46,22,49,28,20,20,1,1,1,21,47,151,211,255,255,255,151,92,7,1,108,151,151,151,151,151,1,1,29,223,255,255,255,255,255,255,255,255,192,54,183,255,255,255,255,255,1,81,232,255,255,255,255,255,240,219,219,240,255,251,253,255,255,255,255,255,54,227,255,255,255,255,255,169,39,1,1,39,169,255,255,255,255,255,255,255,92,255,255,255,255,255,122,3,1,1,1,1,3,122,255,255,255,255,255,255,255,255,255,255,255,205,34,1,1,1,1,1,1,34,205,255,255,255,255,255,255,255,255,255,255,183,1,1,1,1,1,1,1,1,183,255,255,255,255,255,255,255,255,255,255,183,1,1,1,1,1,1,1,1,183,255,255,255,255,255,255,255,255,255,255,183,1,1,1,1,1,1,1,1,183,255,255,255,255,255,218,255,255,255,255,198,23,1,1,1,1,1,1,67,227,255,255,255,255,255,73,255,255,255,255,255,110,1,1,1,1,1,15,166,255,255,255,255,255,255,32,193,255,255,255,255,253,146,24,1,1,24,147,255,255,255,255,255,255,255,1,96,243,255,255,255,255,255,229,193,193,229,255,255,255,255,255,255,255,255,1,1,29,178,255,255,255,255,255,255,255,255,251,180,217,255,255,255,255,255,1,1,1,32,73,177,222,255,255,255,233,177,78,1,183,255,255,255,255,255,1,1,1,1,1,1,15,27,27,27,19,1,1,1,183,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,255,255,255,255,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,255,255,255,255,255
ARIAL,ARIAL NARROW,112,0.700000,0,0.000000,46,24,49,28,20,20,151,151,151,151,151,108,1,7,92,151,255,255,255,211,151,47,21,1,1,1,255,255,255,255,255,183,54,192,255,255,255,255,255,255,255,255,223,29,1,1,255,255,255,255,255,253,251,255,240,219,219,240,255,255,255,255,255,232,81,1,255,255,255,255,255,255,255,169,39,1,1,39,169,255,255,255,255,255,227,54,255,255,255,255,255,255,122,3,1,1,1,1,3,122,255,255,255,255,255,92,255,255,255,255,255,205,34,1,1,1,1,1,1,34,205,255,255,255,255,255,255,255,255,255,255,183,1,1,1,1,1,1,1,1,183,255,255,255,255,255,255,255,255,255,255,183,1,1,1,1,1,1,1,1,183,255,255,255,255,255,255,255,255,255,255,183,1,1,1,1,1,1,1,1,183,255,255,255,255,255,255,255,255,255,255,198,23,1,1,1,1,1,1,23,198,255,255,255,255,218,255,255,255,255,255,255,110,1,1,1,1,1,1,110,255,255,255,255,255,73,255,255,255,255,255,255,253,146,24,1,1,24,146,253,255,255,255,255,193,32,255,255,255,255,255,255,255,255,229,193,193,229,255,255,255,255,255,243,96,1,255,255,255,255,255,217,180,251,255,255,255,255,255,255,255,247,165,29,1,1,255,255,255,255,255,183,1,78,177,233,255,255,255,222,177,53,1,1,1,1,255,255,255,255,255,183,1,1,1,19,27,27,27,15,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255,255,255,255,255,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ARIAL,ARIAL NARROW,111,0.700000,0,0.000000,46,22,37,29,20,20,1,1,1,1,1,57,118,175,255,255,255,255,175,118,57,1,1,1,1,1,1,1,1,1,107,245,255,255,255,255,255,255,255,255,245,107,1,1,1,1,1,1,19,152,250,255,255,255,255,255,255,255,255,255,255,250,152,19,1,1,1,1,195,255,255,255,255,255,216,200,200,216,255,255,255,255,255,195,1,1,1,107,250,255,255,255,252,164,23,1,1,23,164,252,255,255,255,250,107,1,48,216,255,255,255,255,220,1,1,1,1,1,1,220,255,255,255,255,216,48,80,255,255,255,255,255,53,1,1,1,1,1,1,53,255,255,255,255,255,80,251,255,255,255,255,136,2,1,1,1,1,1,1,2,136,255,255,255,255,251,255,255,255,255,255,132,1,1,1,1,1,1,1,1,132,255,255,255,255,255,255,255,255,255,255,132,1,1,1,1,1,1,1,1,132,255,255,255,255,255,255,255,255,255,255,132,1,1,1,1,1,1,1,1,132,255,255,255,255,255,255,255,255,255,255,132,1,1,1,1,1,1,1,1,132,255,255,255,255,255,251,255,255,255,255,136,2,1,1,1,1,1,1,2,136,255,255,255,255,156,80,255,255,255,255,255,53,1,1,1,1,1,1,53,255,255,255,255,255,80,48,216,255,255,255,255,220,1,1,1,1,1,1,220,255,255,255,255,216,48,1,159,255,255,255,255,252,164,23,1,1,23,164,252,255,255,255,250,107,1,1,35,199,255,255,255,255,255,216,200,200,216,255,255,255,255,255,195,1,1,1,1,19,175,255,255,255,255,255,255,255,255,255,255,255,250,152,19,1,1,1,1,1,54,121,245,255,255,255,255,255,255,255,255,245,107,1,1,1,1,1,1,1,1,1,57,118,175,255,255,255,255,175,118,57,1,1,1,1,1
